Id,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,ID,Name,Stars,Title,Date,Description
102,0.091,0.817,0.092,0.0176,0.080655172,0.36404857,0.555296242,102,Kyle Schow,5,Golden age of Gaming CPU's is back,,"Update 12-3-23: With the release of the 14ty generation CPUs. Intel barely clawed an extra 1-2% performance wise in the 14600k. Save your money and roll with the 13600k that continues to drop in price. This processor demolishes any workstation/gaming task I throw at it.Intel nailed the 13th gen i5 loading it up with 14 cores. This thing is a little devil in benchmarks, and for $300(at least) less than the 13900k, you can have a processor that stays in punching distance when gaming. Absolutely killer value of you want to build a gaming rig with a quality processor that doesn't eat $600. I recommend getting the K version just in case for some reason one time you boot and your GPU doesn't read, your computer still has a gui. If you decide to go with an Intel processor, this is the best price to performance option."
103,0.015,0.827,0.158,0.9702,0.015496343,0.362288266,0.62221539,103,PharaohSteve,5,"""Thine Technological Triumph: A Sonnet for the Intel Core i5-13600K""",,"Oh, Intel Core i5-13600K, thou art a marvel of technology,A desktop processor that doth claim superiority.With clock speeds swift and cores so many,Thou art a powerhouse for any task plenty.Thine architecture, like a finely woven tapestry,Doth deliver performance with utmost efficacy.The tasks that once did vex and stall,With thee at helm, they crumble and fall.Thy clock speeds dance with lightning's might,Bringing forth swiftness to computations in sight.From gaming realms to design and creation,Thou art a boon to any technological vocation.Thy cores, like warriors in a grand parade,March in harmony, their power never to fade.Multitasking prowess, they do exhibit,As thou handleth multiple tasks, never to quit.Though thou art not the most noble in Intel's line,Thy value and power, they doth brightly shine.For those who seek a balance of might and cost,Thou art a choice that shall not be lost.So, let us raise our voices in great acclaim,To Intel Core i5-13600K, a processor of fame.In the realm of computing, thou reigneth high,A true companion for those who reach the sky."
104,0,0.256,0.744,0.4404,0.025817083,0.247149274,0.727033675,104,Nick,5,good CPU,,good CPU
105,0.034,0.798,0.168,0.972,0.013534804,0.086268716,0.900196493,105,Ron P.,5,"Very fast, Lots of Cores, Great transcoding",,"I bought this CPU for a media/storage server I was building and I have not been disappointed. I am running Unraid OS with a number of Docker containers including Plex as well as virtual machines. Having 20 vCpus is awesome for some low requirement virtual machines and it's transcoding ability is great for Plex.A big reason I built a media server in the first place was to store my raw camera footage from storm chasing which is 4k 10bit which creates playback problems on a lot of hardware, it's just too large. I stood up a Plex docker container and added my footage and this CPU handles transcoding and streaming my videos no problem and it's great to go back and easily re-live some of those storms.We also have a growing library of TV shows and Movies and it also handles streaming those as well.I imagine this CPU would be awesome for gaming as well, but I don't have any experience with this chip and gaming but there are plenty of reviews that do go over that.Overall I'm happy with my purchase and would easily recommend this chip to anyone building a media server."
106,0.028,0.809,0.163,0.9865,0.010936423,0.068885051,0.920178533,106,Deadeye,5,Amazing processor!,,"Going from an old 4790K to this thing is like going from a biplane to the Concorde jet! This processor will crush any game out there. My main game is Flight simulator and the price to performance boost is outstanding. My old 1080SC is now the bottleneck in my system but both of them together makes even flying a helicopter in downtown New York, on multi-player, on ""high-end"" settings smooth as butter and the processor just sits at 55-60c! Amazing! The final piece of my new build was 32gb of corsair vengeance and I couldn't be happier unless I won the lotto.If you just need a solid gaming chip and don't want to break the bank, run, don't walk, to get this in your system today.BTW, I built my system using an ASUS ROG STRIX mITX, in an nr200p case and the Mugen 5 rev C does a great job keeping it cool using MX-6 thermal paste. The best part? It all fits neatly on my desk in my room. If you were waiting to build a new computer, now is the time. A 13th gen processor, DDR5 ram, a decent video card and a few SSDs and you'll be all set for the rest of the decade."
107,0,0.656,0.344,0.6369,0.019863652,0.342921972,0.637214303,107,Martin,5,Excellent budget CPU,,Best price-to-performance ratio in a CPU you would find today
108,0,0.686,0.314,0.8771,0.00928392,0.04002637,0.950689673,108,Blue Sky,5,Great for a new computer build.,,This is a very good CPU especially for the price. I love fast computers and don't see any reason to spend a lot more for very marginal gains.
109,0.019,0.804,0.177,0.9862,0.016947791,0.126796588,0.856255651,109,honey the monster,5,This chip is a SCREAMER. Sleeper i5. Performs in the i9 tier. Get it.,,"I LOVE THIS CPU. It's marketed as a value chip for the performance conscious gamer - at least in the reviews I've seen but that misses the mark. At 70 fewer watts than the i9-13900K you can actually cool the thing on air and enjoy similar single core performance, and with a respectable multicore performance score as well.My chip actually runs faster than Passmark says it should, but that might be because of my RAM. I got the K chip to get faster DDR5 speeds, not faster clock speeds, since I'm on air cooled, but at 5.1GHz I'm not for want of more cycles.My last CPU was an AMD Ryzen 7 4750G. Respectable for its day, but when I saw the performance of this Intel I decided it was time for me to switch back.My recommendation is that if you're running an air cooled gaming system, strongly consider this chip even if you have the cash for a 13th gen i9. You'll actually be able to keep it cool with a good cooler. I use a Noctua NH-DL12 with it and it's great."
110,0,0.684,0.316,0.5719,0.002216895,0.043033216,0.954749882,110,Abraham,5,Just perfect,,Very fast and everything works just perfect with it
111,0,0,1,0.5574,0.0525584,0.266826272,0.680615306,111,Kenny Zimmermann,5,Perfect,,Fantastic
112,0,1,0,0,0.006092925,0.352533609,0.641373456,112,Jasmine,5,It's like a gaming CPU but affordable,,"The superhero of chips, nough' said. 10/10 -IGN"
113,0.114,0.812,0.074,-0.4993,0.0394409,0.217784688,0.742774427,113,Dan,5,Gaming value champ,,"If you are building a PC for gaming, look no further than this CPU. Just built a SFF PC with this bad boy and an rtx 4070 for 1440p focused gaming and it absolutely dominates. Getting 240 frames in Overwatch 2 and consistently 200 FPS in single player games in high quality."
114,0.054,0.796,0.15,0.6597,0.006721406,0.031890839,0.961387753,114,James Burroughs,5,Still picking my jaw up off the floor!!! Cowabunga!!!,,"I am extremally happy with this CPU. Blazing fast and very stable, runs supper cool. I am only running a dual fan cooler and it idles at 24c and when iRacing stays in hi 40's to low 50's. Only game/ Simulator I use is iRacing. I use some hi-tech 3d modeling programs. Both really stress the CPU. I love this unit, cheap but loads of features."
115,0.015,0.764,0.22,0.9754,0.006343374,0.060310248,0.933346331,115,Hugo Stiglitz,5,Monster CPU for the price,,"I'm sure it'll be obsolete by the time someone reads this but right now this is the best CPU for the money.Just look at the benchmark scores. It beats even the best cpus from 2 or 3 years ago and beats i7s from Intels 12th gen easilyIts great for video and audio editing. If it's for gaming, you'll be good with this for 10 years if the last 10 is anything to go by. And you can overclock it too to get even more out of it"
116,0.018,0.79,0.192,0.97,0.004747564,0.025105704,0.970146656,116,E_The_Real_Dragon,5,FAST FAST FAST,,"Absolute best bang for the buck...  I wanted to go i9 or at least i7 but with this latest round of intel processors, the extra $100-$150 per upgrade just did not seem worth it. I am very happy with my i5. Paired with an RTX 3060 TI, I am running super smooth with ultra graphics on most games that I am playing.. Currently playing Hogwarts in 4k borderless ultra graphics and ray tracing and maintaining 60 fps on a 4k television... Love it. It is so much faster and smoother than my other PC running the latest AMD processor."
117,0.029,0.869,0.102,0.8191,0.133276507,0.404060781,0.462662727,117,Jason,5,Hot and Fast,,"This CPU runs real fast when paired with good RAM. I'm hitting 25,500 in cinebench r23 multi core workload. I manually overclocked it to 5.3ghz p-core, 4.6ghz e-core. It definitely produces a lot of heat, so make sure to get a big AIO or high end air cooler. You do not want to cheap out on a cooling solution or else you'll be leaving performance on the table.Only gripe with this cpu is the fact that intel markets this as a 14 core cpu, even when the e-cores aren't exactly a big deal in game. Those p-cores do real good work, but the e-cores are lacking. I don't like the $300+ price tag on this, but it does beat Ryzen 7000 series, so I'm satisfied with my purchase."
118,0.023,0.882,0.095,0.7713,0.007446978,0.101779677,0.890773356,118,Patrick Tierney,5,This CPU is very fast.,,The 13th gen cpu's from intel are very impressive. This i5 is no slouch either and can throw its wieght around with the i7 and i9s of previous generations. In Cinebench i got a score of 23605 points. I have an aio 360 ml cooler on it and my temps rarely get above 50c when Im gaming or editing. At idle it stays around 30c. Under load the temps did not go above 80c. This CPU will pair fine with any gaming setup and its ddr5 compatible with is a bonus.
119,0,0.883,0.117,0.4199,0.404955506,0.392091393,0.20295313,119,Michelle,5,Beast of a cpu,,"This cpu can handle 4k at max like making ice cream, and with a 4060 ti is just a cherry on top!Beast of a cpu."
120,0.071,0.929,0,-0.1531,0.075416438,0.499959588,0.424623966,120,Jorvial,5,Nice,,"Up to standards. Worried at the beginning since the processor was not set in place inside the box, but still works normally."
121,0,0.909,0.091,0.6588,0.001994915,0.021873454,0.976131678,121,J,5,Good cpu,,"I built my mom a new pc with this cpu. It is really fast! Her last computer was 10 years old, this should last at least that long. The on board video this chip supplies works great for what she does which is email, YouTube, ms office."
122,0,0.667,0.333,0.9428,0.027706282,0.179815352,0.792478323,122,Brandon,5,Good and Hot,,Absolute upgrade compared to my previous CPU but this one spits out heat like the summer sun. I believe you might want to invest with a good CPU cooler and properly do your install but it'll work like a champ.
123,0,0.931,0.069,0.4404,0.03258162,0.436463028,0.530955315,123,Shenanigans,5,Runs cool with air cooling,,Overclocked with basic settings on a z790 mobo. 5.3ghz easy and maxes at 54 degrees c. under load. I upgraded mobo and cpu from a i7 7700k so I could get windows 11 and reduce my windows boot times from 2 minutes to about 8 seconds.
124,0,0.837,0.163,0.8126,0.001626955,0.007467566,0.990905404,124,McKenzie WIlson,5,Great use,,I have been using this quite much and itâs great my laptop has the i7 and Iâm use to a quick system and this has exceeded my expectations I have enjoyed the experience and think that I would use again for my next build.
125,0,0.559,0.441,0.8268,0.001640577,0.032302421,0.966057003,125,Cole Varsho,5,Great CPU,,Very impressive and outperforms previous gen I9's when gaming while remaining easier to cool.
126,0,0,1,0.5719,0.168246344,0.480158657,0.351594955,126,Muxtorjon,5,Excellent quality,,Excellent
127,0,0,1,0.4767,0.181196451,0.543570459,0.27523303,127,Gilles G,5,Excellent,,Effective
128,0,0.944,0.056,0.6239,0.00193883,0.049602721,0.948458493,128,Oscar Guerra,5,Amazing!,,"I was able to get my 13600K to 5.5GHz on the P Cores and 4.2GHz on the E cores at 1.27V which equals to about 195 Watts at 100% utilization.Idles at 32C, 55-60C while gaming, and maxes out at 88C on a 10 minute Cinebench23 run. I get a score of 26100 in Cinebench23.I paired this with an MSI MPG Z690 EDGE WIFI, DDR5 6400 CL32, RTX 3080 & a Thermalright Peerless Assassin CPU cooler..Gaming performance is amazing!"
