Name,Stars,Title,Date,Description
McKenzie WIlson,5,Great use,N/A,I have been using this quite much and it’s great my laptop has the i7 and I’m use to a quick system and this has exceeded my expectations I have enjoyed the experience and think that I would use again for my next build.
Cole Varsho,5,Great CPU,N/A,Very impressive and outperforms previous gen I9's when gaming while remaining easier to cool.
Muxtorjon,5,Excellent quality,N/A,Excellent
Gilles G,5,Excellent,N/A,Effective
Oscar Guerra,5,Amazing!,N/A,"I was able to get my 13600K to 5.5GHz on the P Cores and 4.2GHz on the E cores at 1.27V which equals to about 195 Watts at 100% utilization.Idles at 32C, 55-60C while gaming, and maxes out at 88C on a 10 minute Cinebench23 run. I get a score of 26100 in Cinebench23.I paired this with an MSI MPG Z690 EDGE WIFI, DDR5 6400 CL32, RTX 3080 & a Thermalright Peerless Assassin CPU cooler..Gaming performance is amazing!"
Name,Stars,Title,Date,Description
J’ai retourné le colis car il manquait une pièce dans la boîte,1,Pièce manquante,N/A,There was a part missing from the box
R LAROSE,1,Recieved used and filthy,N/A,"Intel chip arrived open, used with wear marks from being installed and traces of thermal paste. Not what I expected. Unimpressed"
,,,,
Some Schmuck,1,add $50+ to your cost / performance calculation.,N/A,"between the need for a cpu frame to overcome design flaw and a completely junk stock cooler, amd is such a better deal.  my amd processors can run just fine with stock coolers until i want to upgrade cooling, while this piece of trash requires another $50+ in upgrades to work."
LD58,1,Open box used,N/A,"Extremely disappointed to receive used product, seal was broken and obviously had been previously returned and used"
Nifnorts,1,Damaged,N/A,Damaged box and mobo can't read processor. Returned
Client d'Amazon,1,Core défectueux,N/A,"Some cores are defective�on the processor. I had never seen this before. �Of course, I didn't notice it right away. It took me several windows crashes before I understood that it wasn't right and looked closely at where the problem was coming from. I am waiting for a return after-sales service for�exchange or refund to modify the note. For the moment, no return. It made the processor expensive and degraded�the rest of the pc's hardware�."
Jiro,1,13th gen intel is one to Skip,N/A,"Thermals on this we’re terrible! Using MX-4 paste and the same DeepCool cpu cooler I used for my 12700k; this 13600k cpu peaked at 100C every time I used it for anything (apex legends, Davinci resolve, booting in to windows!). Use 12th gen intel for FAR cooler thermals for now… better to wait for 14th gen intel for possible fix."
Luke M.,1,Brilliant processor shame Amazon isn’t,N/A,Processor is great but Amazon sent me a dead one ended up buying elsewhere Amazon also claimed 30 days refund after item was received back which is against the law in the UK
Jack,1,Poor customer care,N/A,Took me longer than 30 days to fault find the build this CPU went into. Finally found this CPU was the culprit. Seller and Amazon refuse to help or issue a refund.
Falko,1,Defekt nur Fehler auf mein z690,N/A,Defective after a long search it was the CPU even after BIOS update no improvement back and bought the old 12700k
Jan kuc,1,Damaged cpu,N/A,I received a damaged cpu beware of this
Pierre C,1,N a pas fonctionné. Retour non remboursé par Amazon. Quel vol!,N/A,Never worked�. Amazon return that says the return package is empty with no proof. Not refunded�. What a flight.
Apollo,2,Powerful but has flaws,N/A,Very powerful CPU But my first one was defective went very hot idle and during gameplay I tried everything from motherboard to cooler to paste i literally tried everything before returning this back for a replacement and that worked perfectly I went through hell figuring it out though I thought it couldn't be the CPU as it was brand new!!!! But what do you know it was the CPU all along wasted a lot of money figuring it out as well :(
L Gibson,2,Didn’t work properly,N/A,My son was so excited to build his computer with a family friend who builds computers for a living.  Unfortunately this component didn’t work properly so had to be returned.  Hopefully the replacement will work better!
J KANON,2,SAV NON SÉRIEUX,N/A,Impossible to �evaluate because the motherboard has been��returned�for default�.� Since then not reimbursed�or replaced�. So I find myself with a processor without knowing what to do with it because of �Amazon
Santa,2,Bon processeur mais emballage...,N/A,"Very good processor, on the other hand the packaging is clearly not adapted to� this product (envelope type),�open cardboard result and crushed� box�, in short for a product that is around 400�'� it's clearly unprofessional professionnel."
Andrés Torres,3,Buen producto pero cuidado con el envió,N/A,"In general the product is good, but it should be noted that the processor heatsink was broken, and although I was not going to use it from the beginning it is something that should not happen"
Diego,3,Great cpu motherboards are tricky too handle in bios,N/A,"Got this for a homemade nas / file server, motherboard manufacturers will make this chips run at limit spec, when all you may want is completely opposite, running low power to save a bit on the electricity bill.Get it on a sale is worth it, more than 150 is not."
Ryan,3,Does not include RH1 cooler,N/A,Doesn't include the cooler that's in the description.
,,,,
BOUVY Benjamin,3,processeur top du moment,N/A,very good processor unfortunately the one received�was HS and after that Amazon no longer has it available�
Raju Choudhary,4,"4.0 out of 5 stars
Real info According Intel",N/A,"13th Generation Intel® Core™ i3 ProcessorsTotal Core 4 (No Efficient Core)Performance-core Base Frequency3.40 GHzPerformance-core Max Turbo Frequency 4.50 GHzCache 12 MB Intel® Smart CacheTotal L2 Cache5 MBProcessor Base Power 60 WMaximum Turbo Power 110 WMax Memory Size (dependent on memory type) 192 GBMemory Types Up to DDR5 4800 MT/sUp to DDR4 3200 MT/sMax # of Memory Channels 2Max Memory Bandwidth 76.8 GB/sProcessor Graphics ‡ Intel® UHD Graphics 730Graphics Base Frequency 300 MHzGraphics Max Dynamic Frequency 1.5 GHzDirect Media Interface (DMI) Revision4.0Max # of DMI Lanes8Scalability1S OnlyPCI Express Revision 5.0 and 4.0PCI Express Configurations ‡ Up to 1x16+4, 2x8+4Max # of PCI Express Lanes Cache5 MBProcessor Base Power 60 WMaximum Turbo Power 110 WMax Memory Size (dependent on memory type) 192 GBMemory Types Up to DDR5 4800 MT/sUp to DDR4 3200 MT/sMax # of Memory Channels 2Max Memory Bandwidth 76.8 GB/sProcessor Graphics ‡ Intel® UHD Graphics 730Graphics Base Frequency 300 MHzGraphics Max Dynamic Frequency 1.5 GHzDirect Media Interface (DMI) Revision4.0Max # of DMI Lanes8Scalability1S OnlyPCI Express Revision 5.0 and 4.0PCI Express Configurations ‡ Up to 1x16+4, 2x8+4Max # of PCI Express Lanes"
Mad Machinist,4,Good value for the money,N/A,"The 13100 isn't the powerhouse that the 13900k is, but it works well for day to day task where a more powerful processor isn't required."
xchel dedrick,4,"Buen producto, pero...",N/A,"The product more specifically the processor arrived well eye only the processor, but when I opened the processor case (to assemble my PC), the fan that came with it was broken, but luckily I did not worry, because I had a liquid refrigerator that I had already bought and I did not stop to ask for a warranty, because I was only interested in the processor."
Ryan Williams,4,Good processor but beware of fan,N/A,I was having issues with a new build where I wasn't able to adjust any of my fan speeds. The included fan was not spinning faster than about 600 RPM and luckily the processor throttled itself at 100C to prevent death. After taking the fan off and powering it separately it spun up to 3000RPM. I noticed that the wires were pinched along the heatsink because the housing was screwed down too tight. It happens. After fixing it and screwing it back on (not as tight) everything seems to be working. If the CPU wasn't throttling it would have died because of a tiny mistake in the fan wiring go figure.
Kendon,4,Stay Cool,N/A,"Exactly what I'd expect from an Intel processor.The price point to performance ratio is good.This isn't overclockable and doesn't suffer from heavy heat ranges allowing the provided fan to act as an adequate option for CPU cooling.I wasn't expecting this to come with a cooler and didn't intend on using it when I found out it did come with one.However when I found out my AIO was just a little too big for my build this cooler came in clutch! It's nothing pretty but it does the job. It come with the standard pre-applied thermal paste that you would expect, making installation very easy. The fasteners are push-plug style, no screwing required.I ran this with just that cooler for 8+ hours in a stagnant air case under moderate loads and the temperature stayed at a safe level."
